Start Training： AlexNet_without_conv1 from AlexNet.pth
1.586,0.495
1.177,0.486
1.106,0.536
1.064,0.604
1.026,0.604
1.001,0.626
0.966,0.604
0.949,0.646
0.913,0.651
0.910,0.648
0.890,0.673
0.899,0.676
0.868,0.695
0.842,0.712
0.853,0.676
0.837,0.659
0.828,0.687
0.819,0.668
0.803,0.701
0.799,0.701
0.776,0.709
0.809,0.712
0.764,0.712
0.753,0.698
0.767,0.698
0.750,0.734
0.756,0.739
0.729,0.709
0.756,0.723
0.732,0.714
0.719,0.731
0.705,0.753
0.709,0.723
0.701,0.750
0.703,0.695
0.681,0.717
0.681,0.703
0.702,0.725
0.677,0.750
0.668,0.731
0.668,0.758
0.667,0.753
0.624,0.736
0.659,0.728
0.633,0.736
0.649,0.755
0.637,0.750
0.632,0.739
0.638,0.723
0.626,0.753
0.615,0.739
0.620,0.720
0.588,0.736
0.597,0.755
0.615,0.747
0.583,0.709
0.583,0.758
0.601,0.758
0.575,0.742
0.574,0.755
0.575,0.731
0.575,0.750
0.568,0.745
0.574,0.736
0.565,0.750
0.556,0.745
0.560,0.753
0.562,0.747
0.544,0.745
0.544,0.755
0.554,0.750
0.554,0.755
0.543,0.736
0.505,0.753
0.527,0.742
0.532,0.750
0.525,0.764
0.526,0.750
0.495,0.761
0.492,0.769
0.484,0.769
0.510,0.755
0.511,0.736
0.492,0.755
0.498,0.772
0.488,0.758
0.509,0.769
0.523,0.755
0.474,0.758
0.475,0.758
0.471,0.764
0.513,0.750
0.472,0.764
0.468,0.777
0.474,0.766
0.451,0.734
0.458,0.742
0.489,0.758
0.476,0.769
0.477,0.772
Start Training： AlexNet_without_conv2 from AlexNet.pth
1.199,0.618
0.981,0.706
0.912,0.673
0.842,0.662
0.800,0.723
0.825,0.720
0.766,0.745
0.767,0.753
0.716,0.728
0.697,0.750
0.695,0.750
0.666,0.772
0.659,0.769
0.650,0.780
0.649,0.766
0.617,0.731
0.629,0.734
0.614,0.766
0.619,0.734
0.581,0.750
0.590,0.772
0.588,0.736
0.574,0.750
0.556,0.791
0.551,0.764
0.552,0.769
0.530,0.739
0.534,0.728
0.514,0.777
0.514,0.758
0.509,0.805
0.502,0.775
0.515,0.777
0.520,0.758
0.499,0.753
0.503,0.775
0.453,0.786
0.467,0.775
0.448,0.780
0.465,0.810
0.456,0.783
0.452,0.769
0.445,0.755
0.450,0.824
0.455,0.775
0.438,0.772
0.430,0.786
0.409,0.775
0.455,0.805
0.429,0.775
0.428,0.791
0.418,0.797
0.390,0.755
0.416,0.797
0.401,0.772
0.392,0.769
0.382,0.783
0.377,0.780
0.383,0.799
0.381,0.780
0.352,0.777
0.385,0.797
0.367,0.805
0.371,0.802
0.354,0.758
0.384,0.827
0.368,0.780
0.365,0.775
0.349,0.805
0.349,0.799
0.356,0.802
0.340,0.786
0.338,0.747
0.334,0.788
0.337,0.813
0.345,0.772
0.348,0.777
0.327,0.788
0.344,0.772
0.313,0.808
0.317,0.764
0.332,0.821
0.298,0.775
0.337,0.805
0.305,0.808
0.291,0.810
0.300,0.788
0.308,0.766
0.296,0.786
0.300,0.799
0.311,0.797
0.291,0.772
0.297,0.783
0.294,0.808
0.288,0.750
0.294,0.802
0.305,0.799
0.290,0.819
0.289,0.794
0.285,0.797
Start Training： AlexNet_without_conv3 from AlexNet.pth
0.909,0.720
0.654,0.777
0.569,0.747
0.526,0.802
0.507,0.766
0.510,0.797
0.470,0.813
0.449,0.810
0.462,0.810
0.428,0.821
0.419,0.824
0.410,0.824
0.401,0.816
0.401,0.821
0.363,0.808
0.386,0.816
0.370,0.824
0.355,0.819
0.353,0.808
0.350,0.835
0.353,0.802
0.372,0.791
0.350,0.827
0.317,0.832
0.326,0.802
0.310,0.832
0.315,0.830
0.318,0.813
0.296,0.802
0.296,0.841
0.323,0.827
0.278,0.835
0.288,0.838
0.286,0.841
0.294,0.835
0.285,0.802
0.282,0.827
0.283,0.819
0.270,0.824
0.281,0.816
0.274,0.821
0.240,0.821
0.249,0.824
0.263,0.838
0.249,0.827
0.257,0.838
0.234,0.832
0.249,0.830
0.253,0.824
0.244,0.816
0.245,0.832
0.246,0.835
0.231,0.827
0.222,0.813
0.225,0.830
0.229,0.835
0.210,0.832
0.246,0.813
0.245,0.824
0.215,0.824
0.249,0.830
0.237,0.821
0.217,0.821
0.241,0.843
0.219,0.835
0.210,0.838
0.207,0.835
0.210,0.830
0.209,0.827
0.220,0.838
0.211,0.830
0.210,0.819
0.224,0.835
0.212,0.827
0.199,0.821
0.201,0.816
0.219,0.824
0.211,0.830
0.198,0.830
0.207,0.832
0.190,0.832
0.213,0.841
0.202,0.821
0.207,0.838
0.183,0.830
0.195,0.832
0.190,0.824
0.205,0.838
0.207,0.832
0.207,0.819
0.182,0.827
0.178,0.827
0.172,0.832
0.181,0.835
0.179,0.843
0.188,0.821
0.181,0.830
0.180,0.819
0.214,0.827
0.182,0.832
Start Training： AlexNet_without_conv4 from AlexNet.pth
0.780,0.797
0.475,0.835
0.407,0.816
0.377,0.830
0.321,0.827
0.328,0.821
0.315,0.849
0.307,0.854
0.291,0.838
0.292,0.841
0.283,0.832
0.276,0.819
0.268,0.846
0.238,0.835
0.247,0.841
0.227,0.821
0.268,0.810
0.243,0.821
0.254,0.827
0.233,0.832
0.240,0.827
0.226,0.821
0.208,0.843
0.221,0.846
0.218,0.843
0.224,0.838
0.218,0.832
0.212,0.832
0.220,0.821
0.215,0.835
0.204,0.841
0.222,0.846
0.208,0.863
0.220,0.835
0.194,0.846
0.190,0.838
0.198,0.857
0.207,0.835
0.190,0.857
0.183,0.849
0.193,0.854
0.211,0.827
0.201,0.841
0.176,0.832
0.183,0.841
0.196,0.841
0.172,0.852
0.197,0.849
0.175,0.832
0.196,0.843
0.215,0.832
0.185,0.832
0.167,0.843
0.171,0.841
0.187,0.852
0.171,0.860
0.175,0.854
0.173,0.849
0.168,0.846
0.176,0.843
0.174,0.846
0.155,0.852
0.175,0.846
0.171,0.838
0.153,0.835
0.148,0.846
0.172,0.854
0.149,0.860
0.173,0.854
0.147,0.841
0.154,0.852
0.162,0.841
0.174,0.835
0.163,0.854
0.160,0.843
0.159,0.852
0.125,0.841
0.146,0.849
0.150,0.854
0.167,0.846
0.162,0.846
0.142,0.838
0.141,0.849
0.164,0.854
0.144,0.843
0.150,0.841
0.153,0.863
0.150,0.865
0.166,0.846
0.139,0.838
0.137,0.857
0.118,0.849
0.144,0.838
0.146,0.841
0.145,0.852
0.124,0.841
0.146,0.846
0.137,0.854
0.123,0.843
0.134,0.841
Start Training： AlexNet_without_conv5 from AlexNet.pth
0.767,0.813
0.413,0.810
0.372,0.835
0.335,0.835
0.311,0.827
0.311,0.843
0.272,0.838
0.291,0.835
0.303,0.838
0.273,0.841
0.287,0.843
0.277,0.849
0.280,0.846
0.254,0.852
0.259,0.846
0.250,0.849
0.246,0.846
0.250,0.849
0.255,0.852
0.249,0.835
0.237,0.816
0.246,0.843
0.247,0.838
0.254,0.849
0.241,0.857
0.245,0.824
0.216,0.846
0.209,0.854
0.243,0.835
0.249,0.841
0.228,0.841
0.234,0.849
0.224,0.849
0.235,0.852
0.231,0.852
0.244,0.846
0.212,0.843
0.237,0.835
0.217,0.843
0.203,0.849
0.221,0.830
0.199,0.841
0.196,0.841
0.210,0.835
0.232,0.838
0.222,0.838
0.216,0.838
0.208,0.846
0.213,0.849
0.212,0.835
0.215,0.849
0.197,0.841
0.210,0.835
0.202,0.843
0.200,0.843
0.206,0.838
0.205,0.827
0.216,0.846
0.198,0.841
0.202,0.843
0.209,0.843
0.200,0.838
0.205,0.841
0.194,0.860
0.199,0.838
0.219,0.838
0.215,0.860
0.191,0.846
0.176,0.846
0.201,0.841
0.192,0.838
0.189,0.830
0.193,0.832
0.194,0.838
0.186,0.838
0.190,0.827
0.194,0.830
0.190,0.843
0.186,0.841
0.197,0.830
0.203,0.838
0.181,0.827
0.170,0.835
0.175,0.835
0.173,0.821
0.178,0.830
0.170,0.827
0.176,0.838
0.178,0.830
0.196,0.838
0.194,0.846
0.197,0.843
0.169,0.832
0.181,0.830
0.184,0.843
0.155,0.838
0.175,0.821
0.177,0.841
0.182,0.830
0.177,0.838
Start Training： AlexNet_without_BothFC from AlexNet.pth
1.154,0.824
0.744,0.838
0.595,0.838
0.516,0.841
0.466,0.843
0.438,0.849
0.416,0.849
0.397,0.857
0.378,0.860
0.363,0.857
0.341,0.860
0.340,0.860
0.342,0.857
0.340,0.860
0.316,0.860
0.312,0.854
0.302,0.854
0.303,0.852
0.296,0.854
0.291,0.852
0.290,0.852
0.298,0.854
0.305,0.854
0.291,0.854
0.297,0.854
0.293,0.857
0.292,0.857
0.290,0.854
0.274,0.854
0.289,0.857
0.286,0.854
0.268,0.857
0.282,0.857
0.266,0.857
0.272,0.860
0.265,0.857
0.262,0.857
0.278,0.860
0.264,0.860
0.261,0.860
0.256,0.863
0.257,0.863
0.269,0.860
0.278,0.865
0.255,0.865
0.257,0.863
0.265,0.860
0.262,0.860
0.236,0.860
0.271,0.863
0.271,0.860
0.236,0.860
0.265,0.860
0.256,0.860
0.236,0.860
0.239,0.863
0.266,0.863
0.245,0.863
0.253,0.863
0.272,0.857
0.256,0.863
0.274,0.860
0.258,0.860
0.264,0.860
0.250,0.860
0.243,0.863
0.232,0.860
0.255,0.860
0.248,0.860
0.256,0.857
0.236,0.860
0.250,0.854
0.255,0.857
0.255,0.857
0.252,0.852
0.246,0.860
0.249,0.854
0.251,0.857
0.258,0.860
0.274,0.854
0.238,0.852
0.240,0.852
0.241,0.854
0.243,0.854
0.255,0.854
0.256,0.854
0.239,0.852
0.254,0.852
0.236,0.854
0.252,0.857
0.260,0.857
0.236,0.852
0.247,0.852
0.228,0.852
0.235,0.852
0.237,0.857
0.233,0.857
0.248,0.857
0.242,0.857
0.231,0.857
Start Training： AlexNet_Extreme from AlexNet.pth
1.294,0.580
1.177,0.618
1.139,0.610
1.182,0.610
1.082,0.643
1.050,0.676
1.106,0.593
1.026,0.662
1.034,0.646
1.081,0.635
1.022,0.657
1.141,0.698
1.037,0.654
1.086,0.651
1.067,0.665
1.031,0.629
1.019,0.654
1.062,0.676
1.061,0.673
1.006,0.632
1.037,0.670
1.085,0.714
0.965,0.687
1.025,0.684
0.994,0.665
0.981,0.648
1.056,0.668
1.030,0.681
1.059,0.681
1.052,0.679
1.047,0.698
1.035,0.723
0.980,0.706
1.080,0.574
1.066,0.659
0.987,0.687
1.051,0.673
1.003,0.643
1.078,0.695
1.002,0.659
0.945,0.665
0.978,0.659
0.986,0.684
1.002,0.648
1.008,0.665
0.946,0.673
1.043,0.648
1.033,0.604
0.995,0.701
0.983,0.657
1.007,0.709
1.035,0.681
0.984,0.676
0.942,0.706
0.967,0.701
1.015,0.695
1.016,0.676
1.024,0.684
0.987,0.679
1.041,0.624
0.972,0.665
1.006,0.690
0.973,0.679
1.009,0.679
1.073,0.717
0.974,0.657
0.986,0.698
0.931,0.687
0.950,0.679
0.955,0.676
0.998,0.596
0.916,0.665
0.965,0.687
1.006,0.709
0.933,0.657
0.968,0.679
0.934,0.662
0.954,0.673
0.940,0.695
0.980,0.714
0.973,0.728
0.956,0.706
0.973,0.673
0.997,0.717
0.948,0.657
1.019,0.706
1.057,0.668
0.915,0.676
0.971,0.684
0.929,0.703
0.994,0.637
0.954,0.717
0.990,0.670
0.937,0.725
0.963,0.703
0.985,0.626
0.941,0.706
0.957,0.687
0.968,0.717
0.946,0.679
