Start Training： AlexNet_ConcatenateConv1to2
1.418,0.508
1.168,0.635
1.103,0.648
1.032,0.643
1.013,0.593
0.998,0.698
0.980,0.593
0.970,0.657
0.949,0.648
0.918,0.714
0.893,0.706
0.884,0.665
0.852,0.706
0.833,0.723
0.859,0.613
0.818,0.596
0.855,0.747
0.798,0.687
0.792,0.709
0.783,0.755
0.777,0.747
0.782,0.720
0.759,0.703
0.783,0.703
0.729,0.786
0.730,0.728
0.726,0.723
0.709,0.712
0.713,0.775
0.708,0.766
0.689,0.753
0.689,0.687
0.714,0.780
0.691,0.747
0.700,0.753
0.662,0.731
0.657,0.761
0.656,0.747
0.680,0.742
0.677,0.766
0.610,0.777
0.620,0.780
0.633,0.777
0.648,0.769
0.600,0.747
0.608,0.753
0.571,0.766
0.605,0.769
0.617,0.764
0.617,0.786
0.583,0.772
0.592,0.780
0.569,0.769
0.552,0.799
0.546,0.797
0.545,0.783
0.562,0.775
0.556,0.742
0.541,0.788
0.521,0.780
0.553,0.788
0.533,0.783
0.531,0.813
0.492,0.791
0.522,0.758
0.546,0.794
0.510,0.832
0.486,0.777
0.535,0.821
0.509,0.805
0.509,0.786
0.486,0.830
0.506,0.786
0.477,0.827
0.490,0.788
0.469,0.808
0.499,0.794
0.463,0.835
0.519,0.786
0.495,0.777
0.497,0.810
0.469,0.761
0.455,0.802
0.462,0.777
0.451,0.819
0.453,0.786
0.450,0.813
0.460,0.808
0.466,0.821
0.442,0.810
0.435,0.819
0.407,0.832
0.434,0.835
0.434,0.824
0.435,0.810
0.440,0.794
0.416,0.835
0.461,0.813
0.412,0.761
0.428,0.802
Start Training： AlexNet_ConcatenateConv1to3
1.369,0.563
1.155,0.478
1.048,0.607
1.011,0.593
1.021,0.668
0.951,0.659
0.937,0.692
0.896,0.657
0.857,0.734
0.834,0.662
0.823,0.670
0.851,0.695
0.779,0.723
0.779,0.698
0.793,0.769
0.715,0.745
0.745,0.750
0.725,0.753
0.743,0.747
0.706,0.728
0.684,0.786
0.671,0.786
0.645,0.777
0.660,0.791
0.658,0.766
0.643,0.766
0.627,0.772
0.616,0.799
0.601,0.802
0.617,0.802
0.597,0.769
0.617,0.797
0.606,0.783
0.554,0.780
0.581,0.832
0.585,0.810
0.588,0.777
0.548,0.786
0.536,0.805
0.520,0.772
0.537,0.788
0.559,0.810
0.521,0.816
0.552,0.791
0.535,0.755
0.524,0.788
0.504,0.764
0.528,0.788
0.491,0.821
0.473,0.821
0.486,0.805
0.469,0.783
0.489,0.810
0.445,0.802
0.460,0.808
0.454,0.802
0.460,0.827
0.442,0.808
0.454,0.805
0.424,0.816
0.412,0.827
0.430,0.783
0.425,0.788
0.459,0.838
0.436,0.824
0.400,0.824
0.397,0.788
0.435,0.821
0.419,0.816
0.415,0.835
0.410,0.832
0.417,0.791
0.382,0.843
0.398,0.810
0.373,0.802
0.404,0.835
0.414,0.816
0.383,0.824
0.375,0.791
0.376,0.838
0.346,0.819
0.382,0.783
0.343,0.788
0.361,0.819
0.356,0.821
0.381,0.797
0.344,0.810
0.343,0.810
0.354,0.821
0.333,0.830
0.355,0.802
0.322,0.766
0.371,0.810
0.366,0.830
0.332,0.788
0.395,0.772
0.412,0.843
0.314,0.805
0.332,0.783
0.361,0.843
Start Training： AlexNet_ConcatenateConv1to4
1.411,0.563
1.159,0.533
1.063,0.643
1.029,0.574
0.967,0.643
0.972,0.651
0.932,0.679
0.912,0.643
0.872,0.717
0.885,0.717
0.804,0.739
0.817,0.725
0.809,0.742
0.745,0.769
0.772,0.701
0.781,0.777
0.765,0.742
0.739,0.786
0.689,0.791
0.714,0.772
0.665,0.775
0.691,0.813
0.687,0.780
0.657,0.780
0.626,0.786
0.640,0.802
0.663,0.745
0.617,0.786
0.617,0.780
0.618,0.777
0.582,0.783
0.560,0.761
0.573,0.761
0.560,0.777
0.573,0.753
0.553,0.734
0.540,0.799
0.557,0.786
0.519,0.772
0.508,0.802
0.507,0.808
0.488,0.788
0.491,0.810
0.537,0.797
0.504,0.794
0.492,0.813
0.503,0.783
0.467,0.791
0.456,0.799
0.484,0.816
0.448,0.761
0.469,0.797
0.442,0.808
0.478,0.797
0.450,0.802
0.439,0.810
0.472,0.797
0.452,0.802
0.440,0.808
0.428,0.797
0.431,0.791
0.434,0.810
0.422,0.799
0.390,0.788
0.452,0.805
0.408,0.810
0.412,0.805
0.412,0.810
0.402,0.827
0.374,0.780
0.370,0.824
0.385,0.816
0.339,0.799
0.388,0.799
0.353,0.838
0.436,0.772
0.424,0.810
0.393,0.830
0.365,0.821
0.380,0.805
0.359,0.786
0.327,0.810
0.393,0.843
0.399,0.813
0.373,0.797
0.376,0.786
0.339,0.810
0.305,0.808
0.296,0.846
0.334,0.854
0.346,0.813
0.341,0.802
0.311,0.813
0.348,0.835
0.326,0.772
0.293,0.824
0.301,0.810
0.363,0.827
0.305,0.827
0.281,0.821
